id	assembly_id	accession	organism	infraspecies	assembly_status	organization	taxid	biosample	coverage	replicon_count	chromosome_count	non_chromosome_replicon_count	contig_count	contig_l50_count	contig_n50_count	scaffold	scaffold_l50_count	scaffold_n50_count	total_length	ungapped_length	genbank_bioproject	wgs_project	submission_date	sequence_release_date	assembly_release_date	id	warning	biosample_id	biosample_accession	biosample_secondary_accession	bioproject_accession	organism	strain	organization	collection_date	geographic_location	latitude	longitude	latitude_and_longitude	host	biovar	description	publication_date	modification_date
5	1254931	GCA_002412235.1	Yersinia pestis (enterobacteria)	A-1249	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN05149969	48	0	0	0	321	46	35084	321	46	35084	4573487	4573487	PRJNA322239	LYMN01	2017-10-03 0:00	2017-10-03 0:00	2017-10-03 0:00	455		5149969	SAMN05149969		PRJNA322239	Yersinia pestis	A-1249	Russian Research Anti-Plague Institute 'Microbe'	1970	Tajikistan: Sogdiyskaya Region			Missing	Neodon juldaschi carruthersi		Pathogen: environmental/food/other sample from Yersinia pestis	2016-09-01	2016-09-01
3	1254961	GCA_002412225.1	Yersinia pestis (enterobacteria)	A-1486	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN05149973	48	0	0	0	499	58	23688	499	58	23688	4564774	4564774	PRJNA322242	LYMP01	2017-10-03 0:00	2017-10-03 0:00	2017-10-03 0:00	456		5149973	SAMN05149973		PRJNA322242	Yersinia pestis	A-1486	Russian Research Anti-Plague Institute 'Microbe'	1966	"Kyrgyzstan: Oshskaya Region, Alayskiy District"			Missing	Marmota caudata		Pathogen: environmental/food/other sample from Yersinia pestis	2016-09-01	2016-09-01
4	1254941	GCA_002412245.1	Yersinia pestis (enterobacteria)	A-1691	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN05150065	48	0	0	0	399	60	23689	399	60	23689	4615196	4615196	PRJNA322252	LYMQ01	2017-10-03 0:00	2017-10-03 0:00	2017-10-03 0:00	457		5150065	SAMN05150065		PRJNA322252	Yersinia pestis	A-1691	Russian Research Anti-Plague Institute 'Microbe'	1971	Kyrgyzstan			Missing			Pathogen: environmental/food/other sample from Yersinia pestis	2016-09-01	2016-09-01
2	1254981	GCA_002412305.1	Yersinia pestis (enterobacteria)	A-1809	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN05017696	48	0	0	0	422	54	27610	422	54	27610	4564961	4564961	PRJNA322135	LYMF01	2017-10-03 0:00	2017-10-03 0:00	2017-10-03 0:00	454		5017696	SAMN05017696		PRJNA322135	Yersinia pestis	A-1809	Russian Research Anti-Plague Institute 'Microbe'	1980	"Kyrgyzstan: Range of Tien Shan Mountain System, Karagaily Area"			Missing	Pectinoctenus nemorosus		Pathogen: environmental/food/other sample from Yersinia pestis	2016-09-01	2016-09-01
45	711551	GCA_001601735.1	Yersinia pestis (enterobacteria)	A-1815	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN04337145	48	0	0	0	402	54	26555	402	54	26555	4618238	4618238	PRJNA305990	LPTY01	2016-03-29 0:00	2016-03-29 0:00	2016-03-29 0:00	425		4337145	SAMN04337145		PRJNA305990	Yersinia pestis	A-1815	Russian Research Anti-Plague Institute 'Microbe'	1980	Kyrgyzstan: Talas district			42.469232 N 72.24286600000005 E	Callopsylla caspia		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-15	2015-12-18
6	1254921	GCA_002412255.1	Yersinia pestis (enterobacteria)	A-1836	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN05162891	48	0	0	0	300	47	33846	300	47	33846	4613199	4613199	PRJNA322440	LYOL01	2017-10-03 0:00	2017-10-03 0:00	2017-10-03 0:00	458		5162891	SAMN05162891		PRJNA322440	Yersinia pestis	A-1836	Russian Research Anti-Plague Institute 'Microbe'	1983	Kyrgyzstan: Issyk-Kul'skaya region			Missing	Marmota baibacina		Pathogen: environmental/food/other sample from Yersinia pestis	2016-09-01	2016-09-01
155	611628	GCF_000323705.1	Yersinia pestis A1956001 (enterobacteria)	A1956001	Contig	Beijing Genomics Institute	755924	SAMN02403019	62	0	0	0	852	122	11380	852	122	11380	4508534	4508534	PRJNA47685	ADPX01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	89		2403019	SAMN00115199	SAMN02403019	PRJNA47685	Yersinia pestis A1956001	A1956001	Beijing Genomics Institute	1956	"Xinjiang, China"	39.7	75.18		Marmota caudata	Antiqua	Generic sample from Yersinia pestis A1956001	2013-11-15	2014-03-07
154	611648	GCF_000323725.1	Yersinia pestis A1973001 (enterobacteria)	A1973001	Contig	Beijing Genomics Institute	755874	SAMN02403020	38	0	0	0	1539	250	5411	1539	250	5411	4413119	4413119	PRJNA47685	ADPY01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	40		2403020	SAMN00115150	SAMN02403020	PRJNA47685	Yersinia pestis A1973001	A1973001	Beijing Genomics Institute	1973	"Xinjiang, China"	39.7	75.18		Marmota caudata	Mediaevalis	Generic sample from Yersinia pestis A1973001	2013-11-15	2014-03-07
184	605031	GCF_001487065.1	Yersinia pestis (enterobacteria)	Algeria 3	Contig	URMITE	632	SAMEA3673143	20	0	0	0	87	14	99598	87	14	99598	4637400	4637400	PRJEB11860	FAUR01	2015-12-15 0:00	2015-12-15 0:00	2015-12-15 0:00	10		4295757	SAMEA3673143		PRJEB11860	Yersinia pestis	Algeria 3	EBI	2015	"Algeria, Chott el Hodna"				Soil		Yersinia pestis	2015-11-25	2018-01-19
32	794071	GCF_900095105.1	Yersinia pestis (enterobacteria)	Algeria3	Scaffold	URMITE	632	SAMEA4368873	50	0	0	0	561	96	14188	48	2	1905634	4427555	4375742	PRJEB15052	FMBU01	2016-09-07 0:00	2016-09-07 0:00	2016-09-07 0:00	21		5517974	SAMEA4368873		PRJEB15052	Yersinia pestis	Algeria3	EBI	2015	"Algeria, Chott el Hodna"				Soil		PRJEB15052	2016-08-05	2018-01-21
336	39868	GCF_000018805.1	Yersinia pestis Angola (enterobacteria)	Angola	Complete Genome	TIGR	349746	SAMN02604042	0	3	1	2	3	1	4504254	0	1	4504254	4687014	4687014	PRJNA16067		2007-12-12 0:00	2007-12-12 0:00	2007-12-12 0:00	312		2604042	SAMN02604042		PRJNA16067	Yersinia pestis Angola	Angola	NCBI	<1984	Africa	NA	NA			Microtus	Sample from Yersinia pestis Angola	2014-01-30	2015-05-18
299	251511	GCF_000834845.1	Yersinia pestis Angola (enterobacteria)	Angola	Complete Genome	Los Alamos National Laboratory	349746	SAMN03177051	367	4	1	3	4	1	4501786	0	1	4501786	4674610	4674610	PRJNA240101		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	344		3177051	SAMN03177051		PRJNA240101	Yersinia pestis Angola	Angola	Los Alamos National Laboratory	<1984	Africa	NA	NA			Microtus	Microbe sample Yersinia pestis Angola	2014-11-12	2015-08-10
338	34928	GCF_000013825.1	Yersinia pestis Antiqua (enterobacteria)	Antiqua	Complete Genome	DOE Joint Genome Institute	360102	SAMN02598369	0	4	1	3	4	1	4702289	0	1	4702289	4879836	4879836	PRJNA16645		2006-06-09 0:00	2006-06-09 0:00	2006-06-09 0:00	302		2598369	SAMN02598369		PRJNA16645	Yersinia pestis Antiqua	Antiqua	NCBI	1965	Congo	NA	NA		Human	Antiqua	Sample from Yersinia pestis Antiqua	2014-01-28	2015-05-18
300	251501	GCF_000834825.1	Yersinia pestis Antiqua (enterobacteria)	Antiqua	Complete Genome	Los Alamos National Laboratory	360102	SAMN03174669	477	4	1	3	4	1	4708024	0	1	4708024	4884396	4884396	PRJNA240103		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	343		3174669	SAMN03174669		PRJNA240103	Yersinia pestis Antiqua	Antiqua	Los Alamos National Laboratory	1965	Congo	NA	NA		Human	Antiqua	Microbe sample Yersinia pestis Antiqua	2014-11-10	2015-08-20
59	656158	GCF_000255775.1	Yersinia pestis biovar Orientalis str. AS200901156 (enterobacteria)	AS200901156	Contig	US Army Edgewood Chemical Biological Center	1084228	SAMN01831179	25	0	0	0	220	44	34962	220	44	34962	4578309	4578309	PRJNA73101	AGJU01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	203		1831179	SAMN01831179		PRJNA73101	Yersinia pestis biovar Orientalis str. AS200901156	AS200901156	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Human		Yersinia pestis biovar Orientalis str. AS200901156	2013-01-02	2014-04-08
54	656258	GCF_000255875.1	Yersinia pestis biovar Orientalis str. AS200901434 (enterobacteria)	AS200901434	Contig	US Army Edgewood Chemical Biological Center	1084233	SAMN01831180	19	0	0	0	237	48	34682	237	48	34682	4572981	4572981	PRJNA73111	AGJZ01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	204		1831180	SAMN01831180		PRJNA73111	Yersinia pestis biovar Orientalis str. AS200901434	AS200901434	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Sylvilagus audobonii		Yersinia pestis biovar Orientalis str. AS200901434	2013-01-02	2014-04-08
53	656278	GCF_000255895.1	Yersinia pestis biovar Orientalis str. AS200901509 (enterobacteria)	AS200901509	Contig	US Army Edgewood Chemical Biological Center	1084234	SAMN01831181	19	0	0	0	263	43	36513	263	43	36513	4605070	4605070	PRJNA73113	AGKA01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	205		1831181	SAMN01831181		PRJNA73113	Yersinia pestis biovar Orientalis str. AS200901509	AS200901509	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Cynomys gunnisoni		Yersinia pestis biovar Orientalis str. AS200901509	2013-01-02	2014-04-08
60	656138	GCF_000255755.1	Yersinia pestis biovar Orientalis str. AS200901539 (enterobacteria)	AS200901539	Contig	US Army Edgewood Chemical Biological Center	1084227	SAMN01831182	17	0	0	0	250	48	31485	250	48	31485	4572127	4572127	PRJNA73099	AGJT01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	206		1831182	SAMN01831182		PRJNA73099	Yersinia pestis biovar Orientalis str. AS200901539	AS200901539	US Army Edgewood Chemical Biological Center	2009	"Las Vegas, NM, USA"				Cynomys gunnisoni		Yersinia pestis biovar Orientalis str. AS200901539	2013-01-02	2014-04-08
55	656238	GCF_000255855.1	Yersinia pestis biovar Orientalis str. AS200902147 (enterobacteria)	AS200902147	Contig	US Army Edgewood Chemical Biological Center	1084232	SAMN01831187	15	0	0	0	277	46	31318	277	46	31318	4592682	4592682	PRJNA73109	AGJY01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	211		1831187	SAMN01831187		PRJNA73109	Yersinia pestis biovar Orientalis str. AS200902147	AS200902147	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Cynomys gunnisoni		Yersinia pestis biovar Orientalis str. AS200902147	2013-01-02	2014-04-08
317	207798	GCF_000169675.1	Yersinia pestis biovar Antiqua str. B42003004 (enterobacteria)	B42003004	Contig	TIGR	404215	SAMN02404401	0	0	0	0	69	4	435523	69	4	435523	4841690	4841690	PRJNA17685	AAYU01	2007-03-26 0:00	2007-03-26 0:00	2007-03-26 0:00	256		2404401	SAMN02404401		PRJNA17685	Yersinia pestis biovar Antiqua str. B42003004	B42003004	TIGR	2003	"Xinjiang, China"	44.95	81.08		Marmota baibacina	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. B42003004	2013-11-15	2014-03-07
58	656178	GCF_000255795.1	Yersinia pestis biovar Orientalis str. BA200901703 (enterobacteria)	BA200901703	Contig	US Army Edgewood Chemical Biological Center	1084229	SAMN01831183	15	0	0	0	282	56	27253	282	56	27253	4560176	4560176	PRJNA73103	AGJV01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	207		1831183	SAMN01831183		PRJNA73103	Yersinia pestis biovar Orientalis str. BA200901703	BA200901703	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Human		Yersinia pestis biovar Orientalis str. BA200901703	2013-01-02	2014-04-08
61	656118	GCF_000255735.1	Yersinia pestis biovar Orientalis str. BA200901799 (enterobacteria)	BA200901799	Contig	US Army Edgewood Chemical Biological Center	1084226	SAMN01831184	32	0	0	0	199	42	38104	199	42	38104	4581111	4581111	PRJNA72923	AGJS01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	208		1831184	SAMN01831184		PRJNA72923	Yersinia pestis biovar Orientalis str. BA200901799	BA200901799	US Army Edgewood Chemical Biological Center	2009	"Sante Fe, NM, USA"				Human		Yersinia pestis biovar Orientalis str. BA200901799	2013-01-02	2014-04-08
57	656198	GCF_000255815.1	Yersinia pestis biovar Orientalis str. BA200901990 (enterobacteria)	BA200901990	Contig	US Army Edgewood Chemical Biological Center	1084230	SAMN01831185	29	0	0	0	210	42	35993	210	42	35993	4527493	4527493	PRJNA73105	AGJW01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	209		1831185	SAMN01831185		PRJNA73105	Yersinia pestis biovar Orientalis str. BA200901990	BA200901990	US Army Edgewood Chemical Biological Center	2009	"Edgewood, NM, USA"				Human		Yersinia pestis biovar Orientalis str. BA200901990	2013-01-02	2014-04-08
56	656218	GCF_000255835.1	Yersinia pestis biovar Orientalis str. BA200902009 (enterobacteria)	BA200902009	Contig	US Army Edgewood Chemical Biological Center	1084231	SAMN01831186	17	0	0	0	256	50	30981	256	50	30981	4563812	4563812	PRJNA73107	AGJX01	2012-03-22 0:00	2012-03-22 0:00	2012-03-22 0:00	210		1831186	SAMN01831186		PRJNA73107	Yersinia pestis biovar Orientalis str. BA200902009	BA200902009	US Army Edgewood Chemical Biological Center	2009	"Santa Fe, NM, USA"				Human		Yersinia pestis biovar Orientalis str. BA200902009	2013-01-02	2014-04-08
153	611668	GCF_000323745.1	Yersinia pestis C1975003 (enterobacteria)	C1975003	Contig	Beijing Genomics Institute	755915	SAMN02403022	46	0	0	0	1452	191	6984	1452	191	6984	4365481	4365481	PRJNA47685	ADPZ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	80		2403022	SAMN00115190	SAMN02403022	PRJNA47685	Yersinia pestis C1975003	C1975003	Beijing Genomics Institute	1975	"Qinghai, China"	33.03	96.97		Ovis aries	Antiqua	Generic sample from Yersinia pestis C1975003	2013-11-15	2014-03-07
152	611688	GCF_000323765.1	Yersinia pestis C1976001 (enterobacteria)	C1976001	Contig	Beijing Genomics Institute	755883	SAMN02403023	61	0	0	0	979	155	8934	979	155	8934	4546693	4546693	PRJNA47685	ADQA01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	49		2403023	SAMN00115159	SAMN02403023	PRJNA47685	Yersinia pestis C1976001	C1976001	Beijing Genomics Institute	1976	"Gansu, China"	38.46	94.25		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis C1976001	2013-11-15	2014-03-07
151	611708	GCF_000323785.1	Yersinia pestis C1989001 (enterobacteria)	C1989001	Contig	Beijing Genomics Institute	755891	SAMN02403024	57	0	0	0	934	149	9621	934	149	9621	4588735	4588735	PRJNA47685	ADQB01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	57		2403024	SAMN00115167	SAMN02403024	PRJNA47685	Yersinia pestis C1989001	C1989001	Beijing Genomics Institute	1989	"Qinghai, China"	32.92	95.3		Human	Antiqua	Generic sample from Yersinia pestis C1989001	2013-11-15	2014-03-07
46	711531	GCA_001601675.1	Yersinia pestis (enterobacteria)	C741	Contig	Russian Research Anti-Plague Institute 'Microbe'	632	SAMN04336076	48	0	0	0	370	55	26617	370	55	26617	4485310	4485310	PRJNA305970	LPTX01	2016-03-29 0:00	2016-03-29 0:00	2016-03-29 0:00	424		4336076	SAMN04336076		PRJNA305970	Yersinia pestis	C741	Russian Research Anti-Plague Institute 'Microbe'	1999	"Russia: Dagestan, Kulinsky district"			41.942454 N 47.309124 E	Megabothris turbidus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-15	2015-12-18
39	724331	GCF_001617705.1	Yersinia pestis (enterobacteria)	C-791	Contig	"Russian Research Anti-Plague institute ""Microbe"""	632	SAMN04376023	48	0	0	0	282	47	35936	282	47	35936	4573297	4573297	PRJNA307141	LQAU01	2016-04-08 0:00	2016-04-08 0:00	2016-04-08 0:00	430		4376023	SAMN04376023		PRJNA307141	Yersinia pestis	C-791	"Russian Research Anti-Plague institute ""Microbe"""	2003	"Russia: The Republic of Dagestan, Babaiurtovskii District"			missing	Citellus pygmaeus		Pathogen: environmental/food/other sample from Yersinia pestis	2015-12-29	2015-12-30
272	444238	GCF_000181455.2	Yersinia pestis CA88-4125 (enterobacteria)	CA88-4125	Scaffold	ERIC	412420	SAMN02403940	0	3	0	3	10	2	1267303	7	2	1267303	4825390	4825390	PRJNA18241	ABCD01	2007-06-21 0:00	2007-06-21 0:00	2007-06-21 0:00	247		2403940	SAMN02403940		PRJNA18241	Yersinia pestis CA88-4125	CA88-4125	ERIC (Enteropathogen Resource Integration Center)	1988	"California, USA"	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis CA88-4125	2013-11-15	2014-03-07
33	774571	GCF_001693595.1	Yersinia pestis (enterobacteria)	Cadman	Complete Genome	USAMRIID	632	SAMN05282282	450	4	1	3	4	1	4602429	0	1	4602429	4778555	4778555	PRJNA326509		2016-07-26 0:00	2016-07-26 0:00	2016-07-26 0:00	459		5282282	SAMN05282282		PRJNA326509	Yersinia pestis	Cadman	USAMRIID	1965	"Gallup, New Mexico, USA"			missing	Human		Pathogen: clinical or host-associated sample from Yersinia pestis YERS112	2016-07-25	2016-07-25
150	611728	GCF_000323805.1	Yersinia pestis CMCC02041 (enterobacteria)	CMCC02041	Contig	Beijing Genomics Institute	755898	SAMN02403025	70	0	0	0	1281	184	7356	1281	184	7356	4489186	4489186	PRJNA47685	ADQC01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	63		2403025	SAMN00115173	SAMN02403025	PRJNA47685	Yersinia pestis CMCC02041	CMCC02041	Beijing Genomics Institute	1965	"Qinghai, China"	38.2	100.22		Mustela eversmanni	Antiqua	Generic sample from Yersinia pestis CMCC02041	2013-11-15	2014-03-07
149	611748	GCF_000323825.1	Yersinia pestis CMCC03001 (enterobacteria)	CMCC03001	Contig	Beijing Genomics Institute	755899	SAMN02403026	44	0	0	0	1082	148	9035	1082	148	9035	4366616	4366616	PRJNA47685	ADQD01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	64		2403026	SAMN00115174	SAMN02403026	PRJNA47685	Yersinia pestis CMCC03001	CMCC03001	Beijing Genomics Institute	1954	"Qinghai, China"	34.75	101.62		Ochotona daurica	Antiqua	Generic sample from Yersinia pestis CMCC03001	2013-11-15	2014-03-07
148	611768	GCF_000323845.1	Yersinia pestis CMCC05009 (enterobacteria)	CMCC05009	Contig	Beijing Genomics Institute	755900	SAMN02403027	61	0	0	0	1501	224	5943	1501	224	5943	4501730	4501730	PRJNA47685	ADQE01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	65		2403027	SAMN00115175	SAMN02403027	PRJNA47685	Yersinia pestis CMCC05009	CMCC05009	Beijing Genomics Institute	1961	"Qinghai, China"	35.6	99.99		Allactaga sibirica	Antiqua	Generic sample from Yersinia pestis CMCC05009	2013-11-15	2014-03-07
147	611788	GCF_000323865.1	Yersinia pestis CMCC05013 (enterobacteria)	CMCC05013	Contig	Beijing Genomics Institute	755901	SAMN02403028	48	0	0	0	1360	179	7591	1360	179	7591	4395097	4395097	PRJNA47685	ADQF01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	66		2403028	SAMN00115176	SAMN02403028	PRJNA47685	Yersinia pestis CMCC05013	CMCC05013	Beijing Genomics Institute	1988	"Qinghai, China"	35.6	99.99		Linognathoides palaearctus	Antiqua	Generic sample from Yersinia pestis CMCC05013	2013-11-15	2014-03-07
146	611808	GCF_000323885.1	Yersinia pestis CMCC10012 (enterobacteria)	CMCC10012	Contig	Beijing Genomics Institute	755902	SAMN02403029	61	0	0	0	1001	148	9529	1001	148	9529	4435712	4435712	PRJNA47685	ADQG01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	67		2403029	SAMN00115177	SAMN02403029	PRJNA47685	Yersinia pestis CMCC10012	CMCC10012	Beijing Genomics Institute	1964	"Qinghai, China"	36.89	100.99		Ixodex crenulatus	Antiqua	Generic sample from Yersinia pestis CMCC10012	2013-11-15	2014-03-07
145	611828	GCF_000323905.1	Yersinia pestis CMCC104003 (enterobacteria)	CMCC104003	Contig	Beijing Genomics Institute	755903	SAMN02403030	79	0	0	0	1387	188	7262	1387	188	7262	4494768	4494768	PRJNA47685	ADQH01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	68		2403030	SAMN00115178	SAMN02403030	PRJNA47685	Yersinia pestis CMCC104003	CMCC104003	Beijing Genomics Institute	1989	"Inner Mongolia, China"	43.97	120.05		Spermophilus dauricus	Antiqua	Generic sample from Yersinia pestis CMCC104003	2013-11-15	2014-03-07
144	611848	GCF_000323925.1	Yersinia pestis CMCC106002 (enterobacteria)	CMCC106002	Contig	Beijing Genomics Institute	755904	SAMN02403031	67	0	0	0	1176	141	9993	1176	141	9993	4424589	4424589	PRJNA47685	ADQI01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	69		2403031	SAMN00115179	SAMN02403031	PRJNA47685	Yersinia pestis CMCC106002	CMCC106002	Beijing Genomics Institute	1996	"Inner Mongolia, China"	44.55	120.87		Citellophilus tesquorum	Antiqua	Generic sample from Yersinia pestis CMCC106002	2013-11-15	2014-03-07
143	611868	GCF_000323945.1	Yersinia pestis CMCC107004 (enterobacteria)	CMCC107004	Contig	Beijing Genomics Institute	755905	SAMN02403032	121	0	0	0	2814	558	2393	2814	558	2393	4455583	4455583	PRJNA47685	ADQJ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	70		2403032	SAMN00115180	SAMN02403032	PRJNA47685	Yersinia pestis CMCC107004	CMCC107004	Beijing Genomics Institute	2003	"Inner Mongolia, China"	41.9	114		Citellophilus tesquorum mongolicus	Mediaevalis	Generic sample from Yersinia pestis CMCC107004	2013-11-15	2014-03-07
142	611888	GCF_000323965.1	Yersinia pestis CMCC11001 (enterobacteria)	CMCC11001	Contig	Beijing Genomics Institute	755906	SAMN02403033	53	0	0	0	1100	160	8860	1100	160	8860	4423348	4423348	PRJNA47685	ADQK01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	71		2403033	SAMN00115181	SAMN02403033	PRJNA47685	Yersinia pestis CMCC11001	CMCC11001	Beijing Genomics Institute	1954	"Qinghai, China"	35.57	100.75		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC11001	2013-11-15	2014-03-07
141	611908	GCF_000323985.1	Yersinia pestis CMCC114001 (enterobacteria)	CMCC114001	Contig	Beijing Genomics Institute	755908	SAMN02403034	47	0	0	0	1664	196	6296	1664	196	6296	4231517	4231517	PRJNA47685	ADQL01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	73		2403034	SAMN00115183	SAMN02403034	PRJNA47685	Yersinia pestis CMCC114001	CMCC114001	Beijing Genomics Institute	1952	"Fujian, China"	25.44	119		Mus musculus	Orientalis	Generic sample from Yersinia pestis CMCC114001	2013-11-15	2014-03-07
140	611928	GCF_000324005.1	Yersinia pestis CMCC12003 (enterobacteria)	CMCC12003	Contig	Beijing Genomics Institute	755909	SAMN02403035	54	0	0	0	1045	159	9074	1045	159	9074	4341435	4341435	PRJNA47685	ADQM01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	74		2403035	SAMN00115184	SAMN02403035	PRJNA47685	Yersinia pestis CMCC12003	CMCC12003	Beijing Genomics Institute	1961	"Qinghai, China"	37.37	101.62		Marmota himalayana	Mediaevalis	Generic sample from Yersinia pestis CMCC12003	2013-11-15	2014-03-07
139	611948	GCF_000324025.1	Yersinia pestis CMCC125002 (enterobacteria)	CMCC125002	Contig	Beijing Genomics Institute	755913	SAMN02403036	83	0	0	0	790	120	11903	790	120	11903	4518010	4518010	PRJNA47685	ADQN01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	78		2403036	SAMN00115188	SAMN02403036	PRJNA47685	Yersinia pestis CMCC125002	CMCC125002	Beijing Genomics Institute	1964	"Ningxia, China"	35.97	105.7		Spermophilus alaschanicus	Mediaevalis	Generic sample from Yersinia pestis CMCC125002	2013-11-15	2014-03-07
138	611968	GCF_000324045.1	Yersinia pestis CMCC18019 (enterobacteria)	CMCC18019	Contig	Beijing Genomics Institute	755917	SAMN02403037	40	0	0	0	1478	209	6538	1478	209	6538	4495992	4495992	PRJNA47685	ADQO01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	82		2403037	SAMN00115192	SAMN02403037	PRJNA47685	Yersinia pestis CMCC18019	CMCC18019	Beijing Genomics Institute	2001	"Qinghai, China"	33.35	97.12		Microtus fuscus	Microtus	Generic sample from Yersinia pestis CMCC18019	2013-11-15	2014-03-07
137	611988	GCF_000324065.1	Yersinia pestis CMCC21106 (enterobacteria)	CMCC21106	Contig	Beijing Genomics Institute	755918	SAMN02403038	46	0	0	0	1387	179	7153	1387	179	7153	4251990	4251990	PRJNA47685	ADQP01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	83		2403038	SAMN00115193	SAMN02403038	PRJNA47685	Yersinia pestis CMCC21106	CMCC21106	Beijing Genomics Institute	2001	"Xinjiang, China"	39.7	75.18		Marmota baibacina	Antiqua	Generic sample from Yersinia pestis CMCC21106	2013-11-15	2014-03-07
136	612008	GCF_000324085.1	Yersinia pestis CMCC27002 (enterobacteria)	CMCC27002	Contig	Beijing Genomics Institute	755919	SAMN02403039	49	0	0	0	1451	193	6644	1451	193	6644	4282597	4282597	PRJNA47685	ADQQ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	84		2403039	SAMN00115194	SAMN02403039	PRJNA47685	Yersinia pestis CMCC27002	CMCC27002	Beijing Genomics Institute	1991	"Qinghai, China"	35.24	100.63		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC27002	2013-11-15	2014-03-07
135	612028	GCF_000324105.1	Yersinia pestis CMCC31004 (enterobacteria)	CMCC31004	Contig	Beijing Genomics Institute	755920	SAMN02403040	61	0	0	0	1229	166	8256	1229	166	8256	4413744	4413744	PRJNA47685	ADQR01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	85		2403040	SAMN00115195	SAMN02403040	PRJNA47685	Yersinia pestis CMCC31004	CMCC31004	Beijing Genomics Institute	1990	"Tibet, China"	32.29	91.68		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC31004	2013-11-15	2014-03-07
134	612048	GCF_000324125.1	Yersinia pestis CMCC347001 (enterobacteria)	CMCC347001	Contig	Beijing Genomics Institute	755921	SAMN02403041	37	0	0	0	1207	165	8115	1207	165	8115	4514951	4514951	PRJNA47685	ADQS01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	86		2403041	SAMN00115196	SAMN02403041	PRJNA47685	Yersinia pestis CMCC347001	CMCC347001	Beijing Genomics Institute	1996	"Tibet, China"	30.2	91.24		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC347001	2013-11-15	2014-03-07
